"시설번호","지역코드","시설일련번호","시도명","시군구명","수용시설명","도로명주소코드","법정동코드","행정동코드","상세주소","시설면적","경도","위도","X좌표","Y좌표"
"1720","1159000000","44","서울특별시","동작구","대방공원","","1159010800","1159010800","서울특별시 동작구 대방동 23-176","10656","126.927186","37.507173","193562.003867","545302.692664"
"1721","1159000000","43","서울특별시","동작구","보라매공원","","1159010900","1159010900","서울특별시 동작구 신대방동 395-0","80595","126.920052","37.492514","192929.899294","543676.281358"
"1722","1162000000","89","서울특별시","관악구","충효어린이공원","","1162010100","1162010100","서울특별시 관악구 봉천동 1526-1","1199","126.941012","37.481018","194782.616505","542399.044499"
"1723","1162000000","47","서울특별시","관악구","밤골어린이공원","","1162010100","1162010100","서울특별시 관악구 봉천동 1642-4","1118","126.967251","37.474081","197103.167554","541627.913630"
"1724","1162000000","46","서울특별시","관악구","원당어린이공원","","1162010100","1162010100","서울특별시 관악구 봉천동 196-240","1647","126.963686","37.474761","196787.793960","541703.512153"
"1725","1162000000","32","서울특별시","관악구","까치산근린공원","","1162010100","1162010100","서울특별시 관악구 봉천동 산66-1","1294","126.966915","37.477783","197073.560778","542038.844932"
"1726","1162000000","87","서울특별시","관악구","일선어린이공원","","1162010100","1162010100","서울특별시 관악구 봉천동 1587-7","1028","126.949455","37.477976","195529.195381","542060.966247"
"1589","1111000000","63","서울특별시","종로구","창신어린이공원","","1111017400","1111017400","서울특별시 종로구 창신동 23-362","691","127.012929","37.578009","201142.077901","553162.268792"
"1590","1111000000","35","서울특별시","종로구","월암근린공원","","1111017800","1111017800","서울특별시 종로구 송월동 산1-44","12000","126.965712","37.570987","196970.926844","552383.311550"
"1591","1111000000","29","서울특별시","종로구","감나무골공원","","1111018300","1111018300","서울특별시 종로구 평창동 495-4","2507","126.970316","37.612759","197379.158158","557019.410003"
"1592","1117000000","14","서울특별시","용산구","새꿈어린이공원","","1117010700","1117010700","서울특별시 용산구 동자동 8-1","1594","126.974269","37.552413","197726.330195","550321.574223"
"1593","1117000000","31","서울특별시","용산구","청파어린이공원","","1117010800","1117010800","서울특별시 용산구 서계동 226-3","1281","126.968206","37.553615","197190.592860","550455.188488"
"1594","1117000000","33","서울특별시","용산구","청파선린공원","","1117011100","1117011100","서울특별시 용산구 청파동3가 118-56","1940","126.965665","37.543403","196965.675091","549321.838358"
"1595","1117000000","48","서울특별시","용산구","기와터공원","","1117012800","1117012800","서울특별시 용산구 한강로3가 63-388","2225","126.969341","37.525919","197289.859144","547381.257952"
"1596","1117000000","60","서울특별시","용산구","이촌한우리공원","","1117012900","1117012900","서울특별시 용산구 이촌동 437","4325","126.981345","37.517624","198350.767359","546460.346835"
"1606","1111000000","42","서울특별시","종로구","원서공원","","1111014900","1111014900","서울특별시 종로구 원서동 206-4","767","126.988578","37.578256","198991.058459","553189.657522"
"1607","1111000000","57","서울특별시","종로구","연지공원","","1111016000","1111016000","서울특별시 종로구 연지동 1-38","7895","127.000772","37.575721","200068.188636","552908.194360"
"1616","1150000000","93","서울특별시","강서구","새싹어린이공원","","1150010900","1150010900","서울특별시 강서구 방화동 583","3582","126.809396","37.569736","183161.444186","552260.990961"
"1617","1150000000","91","서울특별시","강서구","도레미공원","","1150010900","1150010900","서울특별시 강서구 방화동 184-66","6002","126.819295","37.571634","184036.313292","552470.013951"
"1618","1150000000","94","서울특별시","강서구","민들레공원","","1150010900","1150010900","서울특별시 강서구 방화동 648-13","564","126.806735","37.567281","182925.825241","551989.066998"
"1619","1150000000","90","서울특별시","강서구","쌈지어린이공원","","1150010900","1150010900","서울특별시 강서구 방화동 266-24","2875","126.815048","37.571213","183661.099488","552423.975582"
"1620","1150000000","95","서울특별시","강서구","내촌어린이공원","","1150011000","1150011000","서울특별시 강서구 개화동 551-26","1091","126.801370","37.577598","182454.215907","553135.095435"
"1621","1150000000","96","서울특별시","강서구","신대부석공원","","1150011000","1150011000","서울특별시 강서구 개화동 411","714","126.798865","37.582875","182234.234223","553721.222337"
"1622","1154500000","64","서울특별시","금천구","무아래공원","","1154510100","1154510100","서울특별시 금천구 가산동 234-29","821","126.893259","37.473351","190558.031982","541551.787093"
"1623","1154500000","65","서울특별시","금천구","소망어린이공원","","1154510200","1154510200","서울특별시 금천구 독산동 196-8","788","126.901506","37.469480","191287.066144","541121.334425"
"1625","1126000000","40","서울특별시","중랑구","사가정공원","","1126010100","1126010100","서울특별시 중랑구 면목동 산50-15","109653","127.095400","37.579894","208426.816414","553375.664691"
"1626","1126000000","37","서울특별시","중랑구","면목천로 녹지대","","1126010100","1126010100","서울특별시 중랑구 면목동 1508-10","2183","127.083297","37.584347","207357.287094","553868.887143"
"1627","1126000000","32","서울특별시","중랑구","용마폭포공원","","1126010100","1126010100","서울특별시 중랑구 면목동 산1-4","22594","127.090059","37.574304","207955.587581","552754.721919"
"1628","1126000000","57","서울특별시","중랑구","수경공원","","1126010300","1126010300","서울특별시 중랑구 중화동 381-3","5675","127.074081","37.602785","206541.639359","555914.563277"
"1629","1126000000","6","서울특별시","중랑구","신내근린공원","","1126010600","1126010600","서울특별시 중랑구 신내동 652-0","34016","127.088498","37.614828","207813.483617","557252.346038"
"1630","1150000000","79","서울특별시","강서구","나들이공원","","1150010400","1150010400","서울특별시 강서구 가양동 1459-1","1496","126.844254","37.571821","186241.285679","552486.825331"
"1631","1150000000","86","서울특별시","강서구","신광명공원","","1150010600","1150010600","서울특별시 강서구 내발산동 761","8597","126.822932","37.547303","184352.593643","549768.956822"
"1632","1150000000","88","서울특별시","강서구","다솔어린이공원","","1150010800","1150010800","서울특별시 강서구 공항동 1361","1000","126.818349","37.554635","183949.158339","550583.417868"
"1633","1150000000","87","서울특별시","강서구","활주로상상어린이공원","","1150010800","1150010800","서울특별시 강서구 공항동 1341","500","126.815932","37.554415","183735.512845","550559.395097"
"1645","1123000000","29","서울특별시","동대문구","방아다리어린이공원","","1123010300","1123010300","서울특별시 동대문구 제기동 132-1","1537","127.034882","37.585084","203080.911766","553947.962991"
"1646","1123000000","73","서울특별시","동대문구","아름드리어린이공원","","1123010400","1123010400","서울특별시 동대문구 전농동 688-7","2626","127.059696","37.579083","205273.056081","553283.056888"
"1647","1123000000","38","서울특별시","동대문구","배봉산공원 야외무대","","1123010400","1123010400","서울특별시 동대문구 전농동 산32-20","284421","127.063048","37.578494","205569.174612","553217.921617"
"1648","1123000000","45","서울특별시","동대문구","동답초등학교 운동장","","1123010500","1123010500","서울특별시 동대문구 답십리동 952-5","215","127.059518","37.564775","205258.312061","551695.047240"
"1649","1123000000","43","서울특별시","동대문구","동답초등학교 운동장","","1123010500","1123010500","서울특별시 동대문구 답십리동 998-1","215","127.057552","37.566974","205084.486054","551938.931480"
"1650","1123000000","51","서울특별시","동대문구","장일어린이공원","","1123010600","1123010600","서울특별시 동대문구 장안동 164-1","992","127.065186","37.569913","205758.719613","552265.650897"
"1651","1123000000","49","서울특별시","동대문구","장평근린공원","","1123010600","1123010600","서울특별시 동대문구 장안동 356-0","15698","127.074007","37.567317","206538.204878","551978.017085"
"1652","1123000000","56","서울특별시","동대문구","늘봄어린이공원","","1123010600","1123010600","서울특별시 동대문구 장안동 343-0","1659","127.072386","37.571455","206394.691922","552437.244672"
"1653","1126000000","38","서울특별시","중랑구","면목5동 집하장 녹지대","","1126010100","1126010100","서울특별시 중랑구 면목동 734-2","1592","127.079012","37.579982","206979.208488","553384.111988"
"2181","1111000000","30","서울특별시","종로구","참샘골공원","","1111018300","1111056000","서울특별시 종로구 평창동 470","2585","126.974614","37.615101","197758.683610","557279.231553"
"2188","1111000000","20","서울특별시","종로구","사직공원","1111011500100010028027626","1111011500","1111053000","서울특별시 종로구 사직동 1-28","26523","126.968313","37.575855","197200.877284","552923.619831"
"2189","1111000000","21","서울특별시","종로구","내수1근린공원","","1111011800","1111053000","서울특별시 종로구 내수동 71-2","2703","126.970553","37.573587","197398.736823","552671.829059"
"2190","1111000000","22","서울특별시","종로구","내수2근린공원","","1111011800","1111053000","서울특별시 종로구 내수동 73-3","2310","126.971602","37.572366","197491.336899","552536.284229"
"2191","1111000000","26","서울특별시","종로구","삼청공원","1111014000200020001026208","1111014000","1111054000","서울특별시 종로구 삼청동 산2-1","378440","126.983947","37.587939","198582.169964","554264.433091"
"2192","1111000000","31","서울특별시","종로구","평창공원","","1111018300","1111056000","서울특별시 종로구 평창동 108-3","913","126.977904","37.610551","198049.074325","556774.242450"
"2236","1120000000","62","서울특별시","성동구","독서당공원","1120010900103460003000072","1120010900","1120059000","서울특별시 성동구 금호동1가 산37-1","2852","127.028957","37.550299","202558.783799","550087.093588"
"2237","1120000000","70","서울특별시","성동구","서울숲공원","1120011400106850020000002","1120011400","1120065000","서울특별시 성동구 성수동1가 685-20","22178","127.037389","37.544526","203304.212986","549446.651283"
"2243","1117000000","54","서울특별시","용산구","꿈나무공원","1117012900103010086011136","1117012900","1117063000","서울특별시 용산구 이촌동 301-86","1413","126.971849","37.520875","197511.411623","546821.395285"
"2244","1117000000","83","서울특별시","용산구","성촌공원","1117012900101730001000001","1117012900","1117064000","서울특별시 용산구 이촌동 173-1","8800","126.953523","37.530634","195891.944093","547905.081747"
"2245","1117000000","65","서울특별시","용산구","이태원마을숲 소공원","","1117013000","1117065000","서울특별시 용산구 이태원동 260-87","661","126.991538","37.541264","199252.165334","549083.935201"
"2246","1117000000","64","서울특별시","용산구","이태원 어린이공원","1117013000102860001008465","1117013000","1117066000","서울특별시 용산구 이태원동 286-1","2692","126.989254","37.538208","199050.287136","548744.756181"
"2247","1117000000","80","서울특별시","용산구","용산가족공원","1117013500101680006028327","1117013500","1117069000","서울특별시 용산구 용산동6가 168-6","62260","126.986400","37.521900","198797.765266","546934.835302"
"2248","1120000000","20","서울특별시","성동구","도선어린이공원","1120010300103690000000001","1120010300","1120053500","서울특별시 성동구 홍익동 369-0","2232","127.031500","37.565500","202782.993765","551774.238975"
"2249","1120000000","68","서울특별시","성동구","동마장공원","1120010500107800001000001","1120010500","1120054000","서울특별시 성동구 마장동 780-1","1090","127.045768","37.566096","204043.445939","551840.979170"
"2488","1111000000","18","서울특별시","종로구","매동초등학교 운동장","1111011300100320000028641","1111011300","1111053000","서울특별시 종로구 필운동 32-0","2593","126.966890","37.577226","197075.278219","553075.812820"
"2500","1111000000","11","서울특별시","종로구","청운초등학교 운동장","1111010100101230000031525","1111010100","1111051500","서울특별시 종로구 청운동 123-0","1993","126.969630","37.585577","197317.622884","554002.565710"
"2501","1111000000","14","서울특별시","종로구","청운중학교 운동장","1111010100100890143031481","1111010100","1111051500","서울특별시 종로구 청운동 89-142","4133","126.970942","37.588769","197433.605223","554356.760736"
"2502","1111000000","16","서울특별시","종로구","경기상업고등학교 운동장","1111010100100890003031307","1111010100","1111051500","서울특별시 종로구 청운동 89-3","10629","126.970040","37.588150","197353.910742","554288.149522"
"2503","1111000000","15","서울특별시","종로구","경복고등학교 운동장","1111010100100890009031463","1111010100","1111051500","서울특별시 종로구 청운동 89-9","11577","126.970699","37.587020","197412.055823","554162.683461"
"2504","1111000000","12","서울특별시","종로구","서울농학교 운동장","1111010200100010001031476","1111010200","1111051500","서울특별시 종로구 신교동 1-1","4144","126.969115","37.584420","197272.024989","553874.214734"
"2505","1111000000","19","서울특별시","종로구","배화여자고등학교 운동장","1111010900101500000030440","1111011300","1111051500","서울특별시 종로구 필운동 12-0","2432","126.967786","37.578390","197154.432303","553204.972047"
"2542","1114000000","30","서울특별시","중구","성동글로벌경영고등학교 운동장","1114016200102500034009747","1114016200","1114061500","서울특별시 중구 신당동 250-3","3002","127.013105","37.565554","201157.772320","551779.942662"
"2543","1114000000","29","서울특별시","중구","한양공업고등학교 운동장","1114016200102240002011234","1114016200","1114061500","서울특별시 중구 신당동 224-2","2601","127.011767","37.565612","201039.610010","551786.348889"
"2544","1114000000","31","서울특별시","중구","광희초등학교 운동장","1114016200101810021011381","1114016200","1114061500","서울특별시 중구 신당동 254-16","4499","127.015146","37.567190","201338.092614","551961.519095"
"2545","1114000000","32","서울특별시","중구","성동공업고등학교 운동장","1114016300100010001009519","1114016300","1114061500","서울특별시 중구 흥인동 1-1","3670","127.016490","37.568781","201456.789358","552138.125203"
"2546","1114000000","33","서울특별시","중구","장충초등학교 운동장","1114016200103860086007900","1114016200","1114062500","서울특별시 중구 신당동 386-86","3123","127.011148","37.559574","200985.006708","551116.130019"
"2547","1114000000","35","서울특별시","중구","청구초등학교 운동장","1114016200103300002006456","1114016200","1114064500","서울특별시 중구 신당동 330-2","5835","127.013863","37.558392","201224.901423","550985.000334"
"2548","1114000000","10","서울특별시","중구","성동고등학교 운동장","1114016200101610000004956","1114016200","1114065000","서울특별시 중구 신당동 161-0","3670","127.022446","37.563782","201983.113602","551583.415212"
"2549","1114000000","23","서울특별시","중구","충무초등학교 운동장","1114014400101730007017484","1114014400","1114058000","서울특별시 중구 장충동2가 173-7","3863","127.001883","37.562261","200166.333261","551414.319071"
"2550","1114000000","28","서울특별시","중구","덕수중학교 운동장","1114013400100030000000015","1114013400","1114059000","서울특별시 중구 인현동2가 3-0","5685","126.997199","37.565066","199752.576136","551725.614748"
"2551","1114000000","21","서울특별시","중구","남산초등학교 운동장","1114012900100020000019991","1114012900","1114055000","서울특별시 중구 남산동2가 2-0","1148","126.986276","37.560271","198787.436480","551193.591853"
"2552","1114000000","54","서울특별시","중구","이화여자외국어고등학교, 이화여자고등학교 운동장 및 노천극장","1114017000100830000022199","1114016800","1114052000","서울특별시 중구 순화동 1-1","9150","126.970140","37.564483","197361.846858","551661.355766"
"2553","1111000000","61","서울특별시","종로구","명신초등학교 운동장","1111017400100070040003251","1111017400","1111069000","서울특별시 종로구 창신동 7-40","2857","127.014379","37.581647","201270.071278","553566.097061"
"2554","1114000000","52","서울특별시","중구","덕수초등학교 운동장","1114016700100010076022040","1114016700","1114052000","서울특별시 중구 정동 1-76","2536","126.974799","37.568912","197773.662831","552152.786663"
"2555","1114000000","16","서울특별시","중구","창덕여자중학교 운동장","1114016700100270003022930","1114016700","1114052000","서울특별시 중구 정동 27-3","5969","126.969599","37.566564","197314.142040","551892.328822"
"2556","1111000000","36","서울특별시","종로구","세검정초등학교 운동장","1111018600102190004025705","1111018600","1111055000","서울특별시 종로구 신영동 219-4","1735","126.960903","37.602790","196547.569123","555913.294108"
"2557","1111000000","39","서울특별시","종로구","재동초등학교 운동장","1111014800100990004018899","1111014600","1111060000","서울특별시 종로구 가회동 210-0","3357","126.985515","37.579586","198720.528416","553337.248214"
"2558","1111000000","40","서울특별시","종로구","중앙고등학교 운동장","1111014900100030002018347","1111014800","1111060000","서울특별시 종로구 계동 1-0","10218","126.986904","37.585450","198843.263006","553988.171828"
"2559","1111000000","41","서울특별시","종로구","대동세무고등학교 운동장","1111014800100380010018556","1111014800","1111060000","서울특별시 종로구 계동 35-0","4257","126.987856","37.581150","198927.331197","553510.833334"
"2560","1111000000","44","서울특별시","종로구","운현초등학교 운동장","1111013200101140007014504","1111013200","1111061500","서울특별시 종로구 운니동 114-7","2300","126.988372","37.575747","198972.798350","552911.197223"
"2561","1111000000","43","서울특별시","종로구","교동초등학교 운동장","1111013400100020000017921","1111013400","1111061500","서울특별시 종로구 경운동 2-0","2600","126.987661","37.574730","198909.987853","552798.336072"
"2562","1111000000","54","서울특별시","종로구","효제초등학교 운동장","1111016200102550004013213","1111016200","1111063000","서울특별시 종로구 효제동 255-4","5794","127.003039","37.572629","200268.502317","552565.048843"
"2563","1111000000","53","서울특별시","종로구","서울사대부설여자중학교 운동장","1111016800101990001010687","1111016500","1111064000","서울특별시 종로구 이화동 199-1","4476","127.003427","37.577460","200302.703708","553101.233667"
"2564","1111000000","59","서울특별시","종로구","창신초등학교 운동장","1111017400101280032006350","1111017400","1111067000","서울특별시 종로구 창신동 128-32","2123","127.015015","37.576338","201326.389541","552976.788713"
"2565","1120000000","2","서울특별시","성동구","숭신초등학교 운동장","1120010200105470001000002","1120010200","1120053500","서울특별시 성동구 하왕십리동 1068","434","127.027599","37.567456","202438.224850","551991.225390"
"2566","1120000000","19","서울특별시","성동구","도선고등학교 운동장","1120010200105330000000001","1120010200","1120053500","서울특별시 성동구 하왕십리동 533-0","2730","127.027009","37.566323","202386.212127","551865.549043"
"2567","1120000000","23","서울특별시","성동구","마장중학교 운동장","1120010500107660049022570","1120010500","1120054000","서울특별시 성동구 마장동 766-49","3280","127.041272","37.568567","203646.140952","552115.063015"
"2568","1120000000","4","서울특별시","성동구","동명초등학교 운동장","1120010500105560000022464","1120010500","1120054000","서울특별시 성동구 마장동 560-0","4256","127.035728","37.568377","203156.403958","552093.787136"
"2569","1111000000","24","서울특별시","종로구","덕성여자중학교 운동장","1111014500100480003026996","1111014500","1111054000","서울특별시 종로구 송현동 34-0","2560","126.982122","37.577837","198420.769952","553143.205921"
"2570","1111000000","37","서울특별시","종로구","상명대학교사범대학부속여자중고등학교 운동장","1111018500100560000025439","1111018500","1111055000","서울특별시 종로구 홍지동 56-0","5053","126.953789","37.603563","195919.421859","555999.383426"
"2571","1111000000","38","서울특별시","종로구","상명대학교사범대학 부속초등학교 운동장","1111018200100070001000008","1111018500","1111055000","서울특별시 종로구 홍지동 7-1","1340","126.956592","37.600620","196166.826475","555672.642641"
"2572","1117000000","62","서울특별시","용산구","보광초등학교 운동장","1117013000100150013028859","1117013000","1117065000","서울특별시 용산구 이태원동 15-13","3197","126.996608","37.532108","199700.207446","548067.670206"
"2573","1117000000","70","서울특별시","용산구","한남초등학교 운동장","1117013100107260081004664","1117013100","1117068500","서울특별시 용산구 한남동 726-81","9810","127.004929","37.539073","200435.644192","548840.778254"
"2574","1117000000","72","서울특별시","용산구","한강중학교 운동장","1117013500100140007003175","1117013300","1117069000","서울특별시 용산구 서빙고동 4-1","6867","126.991611","37.524248","199258.472655","547195.434087"
"2575","1117000000","6","서울특별시","용산구","서빙고초등학교 운동장","1117013300102350001004128","1117013300","1117069000","서울특별시 용산구 서빙고동 235-1","5653","126.991524","37.521266","199250.756313","546864.409941"
"2576","1120000000","3","서울특별시","성동구","무학초등학교 운동장","1120010200109500001024831","1120010200","1120052000","서울특별시 성동구 하왕십리동 950-1","3791","127.029957","37.562729","202646.753412","551466.694403"
"2577","1117000000","53","서울특별시","용산구","용강중학교 운동장","1117012900103010078011353","1117012900","1117063000","서울특별시 용산구 이촌동 301-78","3633","126.976522","37.520845","197924.527395","546817.901414"
"2578","1117000000","52","서울특별시","용산구","중경고등학교 운동장","1117012900103000302011264","1117012900","1117063000","서울특별시 용산구 이촌동 300-302","4518","126.975529","37.517398","197836.606025","546435.375417"
"2579","1117000000","4","서울특별시","용산구","금양초등학교 운동장","1117011900101260004017222","1117011900","1117058000","서울특별시 용산구 효창동 126-4","2622","126.961213","37.540353","196572.087264","548983.456646"
"2580","1117000000","51","서울특별시","용산구","용산철도고등학교 운동장","1117012800100650527012384","1117012800","1117062500","서울특별시 용산구 한강로3가 65-209","4999","126.967621","37.524044","197137.772487","547173.218050"
"2581","1117000000","25","서울특별시","용산구","용산고등학교 운동장","1117010200100010000025101","1117010200","1117052000","서울특별시 용산구 용산동2가 1-0","6430","126.980471","37.544968","198274.175831","549495.184726"
"2582","1117000000","24","서울특별시","용산구","용암초등학교 운동장","1117010200100052147026000","1117010200","1117052000","서울특별시 용산구 용산동2가 5-1488","3141","126.989280","37.544895","199052.651971","549486.983648"
"2583","1117000000","35","서울특별시","용산구","선린인터넷고등학교 운동장","1117011100101330001020441","1117011100","1117055500","서울특별시 용산구 청파동3가 131-2","5670","126.966903","37.542297","197074.992968","549199.095788"
"2584","1117000000","41","서울특별시","용산구","원효초등학교 운동장","1117011500100060073018144","1117011500","1117057000","서울특별시 용산구 산천동 6-73","1445","126.951933","37.536039","195751.700841","548505.131456"
"2585","1117000000","40","서울특별시","용산구","성심여자중고등학교 운동장","1117011800100010001018253","1117011800","1117057000","서울특별시 용산구 원효로4가 1-1","2006","126.954562","37.533871","195983.952310","548264.382077"
"2606","1114000000","40","서울특별시","중구","서울의료보건고등학교(경기여자상업고등학교) 운동장","1114017300100540006000802","1114017300","1114068000","서울특별시 중구 만리동1가 54-7","788","126.966743","37.556975","197061.461636","550828.171722"
"2607","1114000000","42","서울특별시","중구","봉래초등학교 운동장","1114017400100020000000910","1114017400","1114068000","서울특별시 중구 만리동2가 2-0","2436","126.964083","37.556290","196826.412213","550752.222323"
"2608","1117000000","2","서울특별시","용산구","삼광초등학교 운동장","1117010100101900002028833","1117010100","1117051000","서울특별시 용산구 후암동 190-2","3328","126.976620","37.546898","197933.931441","549709.434030"
"2609","1117000000","22","서울특별시","용산구","후암초등학교 운동장","1117010100103390011026672","1117010100","1117051000","서울특별시 용산구 후암동 30-138","2350","126.982276","37.551276","198433.858602","550195.274307"
"2610","1117000000","8","서울특별시","용산구","보성여자중고등학교 운동장","1117010200100011123025556","1117010200","1117052000","서울특별시 용산구 용산동2가 1-1123","2101","126.984484","37.542774","198628.764774","549251.604806"
"2611","1114000000","38","서울특별시","중구","금호여자중학교 운동장","1114016200100360227004193","1114016200","1114066500","서울특별시 중구 신당동 36-234","3967","127.020356","37.558422","201798.556860","550988.395421"
"2612","1114000000","39","서울특별시","중구","흥인초등학교 운동장","1114016200102920066000001","1114016200","1114066500","서울특별시 중구 신당동 292-66","1339","127.014267","37.560395","201260.518406","551207.310937"
"2613","1120000000","50","서울특별시","성동구","성수중학교 운동장","1120011400106850143007986","1120011400","1120066000","서울특별시 성동구 성수동1가 685-143","2596","127.038658","37.547969","203416.134516","549828.830763"
"2614","1120000000","54","서울특별시","성동구","성수공업고등학교 운동장","1120011500103330128007238","1120011500","1120067000","서울특별시 성동구 성수동2가 333-128","1767","127.051234","37.540202","204528.002944","548967.230344"
"2615","1120000000","47","서울특별시","성동구","경일고등학교 운동장","1120011400100220027009955","1120011400","1120065000","서울특별시 성동구 성수동1가 22-27","4240","127.047750","37.543256","204219.908651","549306.033546"
"2616","1120000000","48","서울특별시","성동구","경동초등학교 운동장","1120011400100190001010068","1120011400","1120065000","서울특별시 성동구 성수동1가 19-1","2849","127.050888","37.542727","204497.205743","549247.560384"
"2617","1120000000","46","서울특별시","성동구","경일초등학교 운동장","1120011400106560032009128","1120011400","1120065000","서울특별시 성동구 성수동1가 656-32","2245","127.046988","37.540356","204152.668778","548984.183233"
"2618","1120000000","51","서울특별시","성동구","성원중학교 운동장","1120011400102770001009276","1120011500","1120065000","서울특별시 성동구 성수동2가 333-17","3435","127.052368","37.539229","204628.233657","548859.292390"
"2619","1120000000","36","서울특별시","성동구","광희중학교 운동장","1120010800102050001016824","1120010800","1120058000","서울특별시 성동구 응봉동 193-0","3927","127.034603","37.551478","203057.671064","550218.065596"
"2620","1120000000","9","서울특별시","성동구","금북초등학교 운동장","1120010900100480002016320","1120010900","1120059000","서울특별시 성동구 금호동1가 48-2","1719","127.023425","37.556997","202069.758029","550830.351403"
"2621","1120000000","38","서울특별시","성동구","금호고등학교 운동장","1120010900103390000015680","1120010900","1120059000","서울특별시 성동구 금호동1가 339-0","1500","127.023697","37.553234","202093.902334","550412.684613"
"2622","1120000000","10","서울특별시","성동구","금호초등학교 운동장","1120011000105110000015373","1120011000","1120061500","서울특별시 성동구 금호동2가 511","2178","127.020274","37.552418","201791.461837","550322.034032"
"2623","1120000000","41","서울특별시","성동구","옥수초등학교 운동장","1120011200104400012012571","1120011200","1120062000","서울특별시 성동구 금호동4가 440-12","2521","127.022106","37.545934","201953.571367","549602.444702"
"2624","1120000000","40","서울특별시","성동구","금옥초등학교 운동장","1120011200200310003012420","1120011200","1120062000","서울특별시 성동구 금호동4가 1254-0","1246","127.017977","37.546659","201588.610214","549682.860691"
"2625","1120000000","44","서울특별시","성동구","옥정초등학교 운동장","1120011300102330016010468","1120011300","1120064500","서울특별시 성동구 옥수동 233-16","2006","127.015792","37.541685","201395.606373","549130.805754"
"2626","1120000000","43","서울특별시","성동구","옥정중학교 운동장","1120011300102270000010351","1120011300","1120064500","서울특별시 성동구 옥수동 227-0","3189","127.012719","37.541424","201124.087753","549101.721399"
"2627","1120000000","45","서울특별시","성동구","동호초등학교 운동장","1120011300105560001011516","1120011300","1120064500","서울특별시 성동구 옥수동 556-1","990","127.010269","37.546242","200907.508173","549636.491900"
"2628","1120000000","25","서울특별시","성동구","동마중학교 운동장","1120010500104050045022144","1120010500","1120054000","서울특별시 성동구 마장동 405-45","3105","127.039877","37.562314","203523.192001","551420.994841"
"2629","1120000000","27","서울특별시","성동구","사근초등학교 운동장","1120010600102910005020151","1120010600","1120055000","서울특별시 성동구 사근동 291-5","2200","127.047950","37.562529","204236.470834","551445.160441"
"2630","1120000000","29","서울특별시","성동구","한양여자대학교 운동장","1120010600101100000020159","1120010600","1120055000","서울특별시 성동구 사근동 110-0","2270","127.049866","37.558081","204406.042047","550951.612382"
"2631","1120000000","5","서울특별시","성동구","한양대학교사범대학부속중학교 운동장","1120010600102230000019196","1120010600","1120055000","서울특별시 성동구 사근동 223","7788","127.042187","37.560908","203727.377990","551265.052753"
"2632","1120000000","28","서울특별시","성동구","덕수고등학교 운동장","1120010700100700028027615","1120010700","1120055000","서울특별시 성동구 행당동 70-28","8640","127.042252","37.555243","203733.353864","550636.276893"
"2633","1120000000","6","서울특별시","성동구","행당초등학교 운동장","1120010700103200060018463","1120010700","1120056000","서울특별시 성동구 행당동 320-60","3705","127.034548","37.557005","203052.591115","550831.517973"
"2634","1120000000","34","서울특별시","성동구","무학중학교 운동장","1120010700103220001017352","1120010700","1120057000","서울특별시 성동구 행당동 322-1","1800","127.032279","37.557385","202852.056439","550873.689394"
"2635","1120000000","7","서울특별시","성동구","무학여자고등학교 운동장","1120010700103220001017355","1120010700","1120057000","서울특별시 성동구 행당동 322-1","2600","127.033274","37.557675","202939.992789","550905.842258"
"2636","1120000000","35","서울특별시","성동구","응봉초등학교 운동장","1120010800102050001016826","1120010800","1120058000","서울특별시 성동구 응봉동 193-0","3905","127.033514","37.549727","202961.553393","550023.763880"
"2637","1121500000","38","서울특별시","광진구","대원외국어고등학교 운동장","1121510100101760124005622","1121510100","1121577000","서울특별시 광진구 중곡동 176-124","3306","127.089047","37.562985","207867.416237","551498.374626"
"2638","1121500000","32","서울특별시","광진구","광남중학교 운동장","1121510400105540015011025","1121510400","1121581000","서울특별시 광진구 광장동 554-15","2845","127.101641","37.540172","208982.859139","548967.597592"
"2639","1121500000","31","서울특별시","광진구","광장중학교 운동장","1121510400103940005010877","1121510400","1121581000","서울특별시 광진구 광장동 394-5","1866","127.101272","37.546827","208949.448978","549706.133075"
"2640","1121500000","29","서울특별시","광진구","양진초등학교 운동장","1121510400104140001024746","1121510400","1121581000","서울특별시 광진구 광장동 414-1","1184","127.097732","37.544413","208636.867307","549437.952371"
"2641","1121500000","34","서울특별시","광진구","광남고등학교 운동장","1121510400105540011024754","1121510400","1121581000","서울특별시 광진구 광장동 554-11","1784","127.102350","37.541189","209045.388102","549080.558317"
"2642","1121500000","30","서울특별시","광진구","광장초등학교 운동장","1121510400103890001012923","1121510400","1121581000","서울특별시 광진구 광장동 389-1","2452","127.101433","37.548157","208963.491312","549853.805150"
"2643","1121500000","33","서울특별시","광진구","광남초등학교 운동장","1121510400105540000010993","1121510400","1121581000","서울특별시 광진구 광장동 554-0","3048","127.101022","37.540826","208928.068390","549040.149945"
"2644","1121500000","12","서울특별시","광진구","자양초등학교 운동장","1121510500102220006011224","1121510500","1121582000","서울특별시 광진구 자양동 222-6","910","127.079784","37.536795","207051.455761","548590.865144"
"2645","1120000000","24","서울특별시","성동구","마장초등학교 운동장","1120010500107660049022570","1120010500","1120054000","서울특별시 성동구 마장동 766-49","2064","127.042249","37.567956","203732.499365","552047.194536"
