"시설번호","지역코드","시설일련번호","시도명","시군구명","수용시설명","도로명주소코드","법정동코드","행정동코드","상세주소","시설면적","경도","위도","X좌표","Y좌표"
"80","1174000000","51","서울특별시","강동구","강동고등학교 운동장","1174010300102670000020190","1174010300","1174052000","서울특별시 강동구 상일동 267-0","4560","127.161019","37.550251","214228.676957","550093.516071"
"82","1174000000","52","서울특별시","강동구","한영고등학교 운동장","1174010300101660000020242","1174010300","1174052000","서울특별시 강동구 상일동 166-0","5380","127.157354","37.548818","213905.009707","549933.921501"
"83","1174000000","5","서울특별시","강동구","상일초등학교 운동장","1174010300103580002020462","1174010300","1174052000","서울특별시 강동구 상일동 325-1","2180","127.172364","37.546988","215231.803084","549733.199102"
"84","1150000000","132","서울특별시","강서구","서울공항초등학교 운동장","1150010500103990000000001","1150010500","1150060000","서울특별시 강서구 마곡동 743-5","2316","126.821753","37.562688","184251.606884","551476.642573"
"85","1168000000","123","서울특별시","강남구","중동중학교 운동장","1168011400106920000002797","1168011400","1168074000","서울특별시 강남구 일원동 692-0","4641","127.077793","37.488896","206879.937089","543274.554050"
"86","1130500000","42","서울특별시","강북구","혜화여자고등학교 운동장","1130510300104680043013738","1130510300","1130561000","서울특별시 강북구 수유동 468-43","2951","127.013177","37.630624","201163.159007","559001.981358"
"87","1130500000","26","서울특별시","강북구","강북중학교운동장","1130510300106940000008609","1130510300","1130563000","서울특별시 강북구 수유동 694","3312","127.025972","37.644769","202292.142448","560572.107689"
"88","1130500000","22","서울특별시","강북구","번동초등학교운동장","1130510200102360000014765","1130510200","1130560600","서울특별시 강북구 번동 236","3329","127.040750","37.628963","203597.169886","558818.262339"
"89","1130500000","23","서울특별시","강북구","오현초등학교운동장","1130510200102480000014782","1130510200","1130560600","서울특별시 강북구 번동 248","4045","127.046881","37.623176","204138.693408","558176.190286"
"90","1130500000","19","서울특별시","강북구","번동중학교운동장","1130510200102310000015894","1130510200","1130560000","서울특별시 강북구 번동 231","4356","127.036848","37.632117","203252.550465","559168.171608"
"91","1130500000","56","서울특별시","강북구","수송초등학교 운동장","1130510200104560000018125","1130510200","1130559000","서울특별시 강북구 번동 456-0","1005","127.032630","37.636746","202880.089418","559681.841029"
"280","1135000000","44","서울특별시","노원구","중평중학교 운동장","1135010400102710002012744","1135010400","1135061200","서울특별시 노원구 하계동 271-2","2870","127.062423","37.636613","205509.725455","559668.369539"
"282","1135000000","19","서울특별시","노원구","하계중학교 운동장","1135010400102310004012980","1135010400","1135061100","서울특별시 노원구 하계동 231-4","4890","127.071503","37.640762","206310.789286","560129.465214"
"292","1135000000","57","서울특별시","노원구","연촌초등학교 운동장","1135010400101540012013628","1135010400","1135061100","서울특별시 노원구 하계동 152-0","3680","127.073176","37.634592","206458.950367","559444.814900"
"293","1135000000","18","서울특별시","노원구","공릉중학교 운동장","1135010300102500000014399","1135010300","1135060000","서울특별시 노원구 공릉동 250-0","4590","127.084164","37.621870","207430.141165","558033.596102"
"294","1135000000","43","서울특별시","노원구","불암중학교 운동장","1135010400102880003012921","1135010400","1135061100","서울특별시 노원구 하계동 288-3","3680","127.073823","37.645554","206515.154053","560661.456395"
"299","1135000000","54","서울특별시","노원구","태랑중학교 운동장","1135010300101170000015183","1135010300","1135060000","서울특별시 노원구 공릉동 117-0","4870","127.091720","37.626535","208096.720990","558552.031687"
"304","1135000000","68","서울특별시","노원구","한천중학교 운동장","1135010300104810000014273","1135010300","1135060000","서울특별시 노원구 공릉동 481-0","3580","127.072880","37.630909","206433.193589","559036.043296"
"305","1135000000","64","서울특별시","노원구","태릉초등학교 운동장","1135010300102500005014388","1135010300","1135060000","서울특별시 노원구 공릉동 250-5","4630","127.084996","37.622405","207503.532573","558093.049676"
"310","1135000000","72","서울특별시","노원구","태랑초등학교 운동장","1135010300101160000015184","1135010300","1135060000","서울특별시 노원구 공릉동 116-0","2020","127.090928","37.625871","208026.860276","558478.231961"
"311","1135000000","17","서울특별시","노원구","용원초등학교 운동장","1135010300107090000013705","1135010300","1135059500","서울특별시 노원구 공릉동 709-0","3490","127.069106","37.628949","206100.236853","558818.166776"
"312","1135000000","16","서울특별시","노원구","공릉초등학교 운동장","1135010300106100001016638","1135010300","1135059500","서울특별시 노원구 공릉동 610-1","4540","127.074244","37.619067","206554.622540","557721.750391"
"317","1135000000","73","서울특별시","노원구","청원초등학교 운동장","1135010500106410000000437","1135010500","1135071000","서울특별시 노원구 상계동 641-0","3140","127.061338","37.665748","205411.849553","562901.980944"
"318","1135000000","32","서울특별시","노원구","상경중학교 운동장","1135010500106530000000619","1135010500","1135070000","서울특별시 노원구 상계동 653-0","3530","127.053599","37.666462","204728.956234","562980.835266"
"331","1135000000","69","서울특별시","노원구","상경초등학교 운동장","1135010500106210000000703","1135010500","1135070000","서울특별시 노원구 상계동 621-0","2660","127.051701","37.670123","204561.310574","563387.077325"
"352","1135000000","80","서울특별시","노원구","노원고등학교 운동장","1135010500106640000000709","1135010500","1135070000","서울특별시 노원구 상계동 664-0","2930","127.053395","37.662220","204711.246472","562510.038615"
"353","1135000000","30","서울특별시","노원구","당현초등학교 운동장","1135010500107420000000961","1135010500","1135069500","서울특별시 노원구 상계동 742-0","3580","127.058320","37.648570","205146.778491","560995.245721"
"354","1135000000","70","서울특별시","노원구","동일초등학교 운동장","1135010500106550000000646","1135010500","1135070000","서울특별시 노원구 상계동 655-0","2380","127.054657","37.664834","204822.382200","562800.202066"
"355","1135000000","31","서울특별시","노원구","신상중학교 운동장","1135010500107540004020191","1135010500","1135069500","서울특별시 노원구 상계동 754-4","4220","127.063564","37.651115","205609.367665","561278.030437"
"356","1135000000","50","서울특별시","노원구","상천초등학교 운동장","1135010500107680000000919","1135010500","1135069500","서울특별시 노원구 상계동 768-0","3500","127.057883","37.645922","205108.332417","560701.367892"
"357","1135000000","39","서울특별시","노원구","노원중학교 운동장","1135010500107430000000915","1135010500","1135069500","서울특별시 노원구 상계동 743-0","2540","127.059800","37.649013","205277.324684","561044.517936"
"362","1135000000","49","서울특별시","노원구","상수초등학교 운동장","1135010500107550000000856","1135010500","1135069500","서울특별시 노원구 상계동 755-0","2230","127.064823","37.651447","205720.395031","561314.974711"
"363","1135000000","48","서울특별시","노원구","신상계초등학교 운동장","1135010500100860001005017","1135010500","1135066500","서울특별시 노원구 상계동 86-1","2560","127.076151","37.667780","206718.625872","563128.484039"
"364","1135000000","29","서울특별시","노원구","계상초등학교 운동장","1135010500104470001002382","1135010500","1135067000","서울특별시 노원구 상계동 447-1","4270","127.067604","37.663057","205964.883378","562603.764590"
"456","1129000000","70","서울특별시","성북구","장위3동 마을공원","1129013800100770079000001","1129013800","1129078000","서울특별시 성북구 장위동 77-79","5331","127.053366","37.617002","204711.513732","557491.295355"
"457","1130500000","48","서울특별시","강북구","체류지 마을마당(미아마을마당)","1130510100100510029028209","1130510100","1130554500","서울특별시 강북구 미아동 51-29","1158","127.032948","37.611980","202909.114729","556933.049243"
"458","1129000000","64","서울특별시","성북구","상길례 문화공원","1129013800102900009008456","1129013800","1129078000","서울특별시 성북구 장위동 289-29","4281","127.045341","37.619697","204002.884639","557790.067818"
"459","1129000000","71","서울특별시","성북구","간대어린이공원","","1129013800","1129076000","서울특별시 성북구 장위동 207-34","6192","127.050662","37.618209","204472.742020","557625.100873"
"464","1129000000","59","서울특별시","성북구","솔숲 어린이 공원","","1129013300","1129062000","서울특별시 성북구 정릉동 170-62","1947","127.015117","37.604934","201334.864647","556150.616425"
"465","1129000000","60","서울특별시","성북구","늘푸른-솔향기 어린이 공원","","1129013400","1129062000","서울특별시 성북구 길음동 1184-36","7405","127.021137","37.608361","201866.312535","556531.103157"
"466","1129000000","66","서울특별시","성북구","오동공원 놀이마당","","1129013600","1129068500","서울특별시 성북구 하월곡동 228-4","10034","127.039377","37.609257","203476.838597","556631.135176"
"467","1126000000","63","서울특별시","중랑구","수림대공원(서울장미공원)","","1126010400","1126062000","서울특별시 중랑구 묵동 342-3","1620","127.073062","37.615139","206450.640052","557285.666620"
"468","1129000000","63","서울특별시","성북구","동망봉 어린이 공원","1129013200102180017000001","1129013200","1129061000","서울특별시 성북구 보문동3가 229-1","1355","127.016993","37.583682","201500.958333","553791.902038"
"469","1129000000","61","서울특별시","성북구","한울 어린이 공원","","1129013300","1129062000","서울특별시 성북구 정릉동 169-16","1965","127.013909","37.605865","201228.195700","556253.928170"
"470","1123000000","42","서울특별시","동대문구","간데메공원","1123010500104710000021226","1123010500","1123060000","서울특별시 동대문구 답십리동 471-0","15179","127.048688","37.573341","204301.038038","552645.230782"
"471","1123000000","50","서울특별시","동대문구","안골어린이공원","1123010600104020000040725","1123010600","1123065000","서울특별시 동대문구 장안동 402-0","1652","127.064349","37.565320","205685.160102","551755.797017"
"476","1121500000","46","서울특별시","광진구","어린이대공원","1121510300100180000022429","1121510200","1121578000","서울특별시 광진구 능동 18-0","225000","127.081218","37.549086","207177.013854","549955.129356"
"477","1120000000","77","서울특별시","성동구","성원어린이 공원","1120011400100130021007532","1120011400","1120066000","서울특별시 성동구 성수동1가 13-21","633","127.050055","37.550213","204423.157104","550078.290417"
"478","1120000000","58","서울특별시","성동구","송정체육공원","","1120011800","1120072000","서울특별시 성동구 송정동 73-254","3350","127.067335","37.553254","205949.880471","550416.798529"
"479","1120000000","73","서울특별시","성동구","용답토속공원","1120012200102230000001204","1120012200","1120079000","서울특별시 성동구 용답동 223-0","4832","127.056893","37.563215","205026.502106","551521.681190"
"480","1147000000","135","서울특별시","양천구","목4동 소공원","","1147010200","1147051000","서울특별시 양천구 목동 904-5","435","126.868840","37.532646","188407.175357","548135.497146"
"481","1147000000","48","서울특별시","양천구","용왕산근린공원 운동장","1147010200202020016019988","1147010200","1147052000","서울특별시 양천구 목동 202-16","195308","126.877930","37.543193","189212.120682","549305.024189"
"482","1147000000","53","서울특별시","양천구","백석어린이공원","1147010200106460023018264","1147010200","1147053000","서울특별시 양천구 목동 646-23","708","126.865026","37.545176","188072.083480","549526.632458"
"483","1147000000","133","서울특별시","양천구","창의어린이놀이터(목동근린공원)","","1147010200","1147051000","서울특별시 양천구 목동 517-0","6606","126.878566","37.546619","189268.815707","549685.162676"
"484","1147000000","131","서울특별시","양천구","모세미어린이공원","","1147010200","1147051000","서울특별시 양천구 목동 772-1","988","126.868684","37.535230","188393.759802","548422.342948"
"485","1144000000","75","서울특별시","마포구","구룡(근린)공원","1144012700115830000000001","1144012700","1144074000","서울특별시 마포구 상암동 1583-0","14286","126.883921","37.582996","189747.034500","553721.970376"
"486","1147000000","44","서울특별시","양천구","오목공원","1147010200109210000020871","1147010200","1147051000","서울특별시 양천구 목동 921-0","21021","126.873202","37.527994","188792.012552","547618.690131"
"487","1147000000","46","서울특별시","양천구","달마을근린공원","","1147010200","1147051000","서울특별시 양천구 목동 904-5","28606","126.868821","37.532616","188405.471777","548132.224835"
"488","1144000000","39","서울특별시","마포구","큰길어린이공원","1144012500102000050017256","1144012500","1144073000","서울특별시 마포구 성산동 200-50","672","126.908181","37.567718","191888.216929","552023.996099"
"489","1144000000","77","서울특별시","마포구","휴암문화공원","1144012700117520000000001","1144012700","1144074000","서울특별시 마포구 상암동 670-0","5137","126.880264","37.583010","189423.978900","553723.958040"
"494","1144000000","71","서울특별시","마포구","은행나무어린이공원","1144012400102500009015743","1144012400","1144071000","서울특별시 마포구 연남동 250-9","898","126.922343","37.564582","193139.070565","551674.771933"
"503","1144000000","72","서울특별시","마포구","느티어린이공원","1144012400105630005129386","1144012400","1144071000","서울특별시 마포구 연남동 563-5","826","126.918811","37.559662","192826.569936","551129.000263"
"504","1144000000","84","서울특별시","마포구","한마음(어린이)공원","1144012300103810001129324","1144012300","1144069000","서울특별시 마포구 망원동 381-1","724","126.908043","37.554549","191874.622199","550562.382917"
"509","1144000000","66","서울특별시","마포구","양화진역사공원","1144012200101390021012251","1144012200","1144068000","서울특별시 마포구 합정동 139-21","2000","126.911107","37.545679","192144.386979","549577.637867"
"510","1144000000","69","서울특별시","마포구","양화어린이공원","1144012200103940001129410","1144012200","1144068000","서울특별시 마포구 합정동 394-1","450","126.908540","37.550458","191918.047855","550108.290974"
"511","1144000000","83","서울특별시","마포구","윗잔다리 어린이공원","1144012100101680001011808","1144012100","1144066000","서울특별시 마포구 동교동 168-1","2935","126.926245","37.557213","193483.186592","550856.642107"
"512","1144000000","81","서울특별시","마포구","서교어린이공원","1144012000103910001129361","1144012000","1144066000","서울특별시 마포구 서교동 391-1","1417","126.915428","37.551859","192526.847485","550263.163288"
"513","1144000000","80","서울특별시","마포구","홍익어린이공원","1144012000103590000010271","1144012000","1144066000","서울특별시 마포구 서교동 359-0","2312","126.923335","37.552239","193225.609670","550304.778573"
"514","1144000000","89","서울특별시","마포구","도화소어린이공원","1144010400105400000003650","1144010400","1144059000","서울특별시 마포구 도화동 540-0","2098","126.945481","37.541049","195181.777474","549061.483512"
"515","1144000000","88","서울특별시","마포구","삼개어린이공원","1144010400105550001003673","1144010400","1144059000","서울특별시 마포구 도화동 555-1","2314","126.945191","37.540662","195156.141007","549018.463446"
"520","1141000000","44","서울특별시","서대문구","중앙근린공원","1141011900104800000000001","1141011900","1141071000","서울특별시 서대문구 북가좌동 480-0","10856","126.913100","37.575000","192323.520348","552831.758428"
"521","1141000000","43","서울특별시","서대문구","나비울어린이공원","","1141011900","1141071000","서울특별시 서대문구 북가좌동 475","6653","126.909700","37.574800","192023.153373","552809.843948"
"522","1144000000","56","서울특별시","마포구","마포어린이공원","1144010700103500005000001","1144010700","1144058500","서울특별시 마포구 마포동 350-5","1193","126.943765","37.535645","195029.751926","548461.727406"
"527","1141000000","6","서울특별시","서대문구","서대문독립공원","1141010900101010000030615","1141010900","1141052000","서울특별시 서대문구 현저동 101-0","103713","126.956409","37.574107","196149.278027","552729.949262"
"528","1141000000","33","서울특별시","서대문구","가재울어린이공원","","1141012000","1141069000","서울특별시 서대문구 남가좌동 385-2","9125","126.919400","37.573000","192879.852724","552609.285451"
"529","1147000000","112","서울특별시","양천구","넓은들어린이공원","1147010100107670000119531","1147010100","1147064000","서울특별시 양천구 신정동 767-0","3288","126.839079","37.511174","185772.569259","545756.420626"
"530","1141000000","29","서울특별시","서대문구","독립문문화공원","","1141010800","1141052000","서울특별시 서대문구 영천동 263","2600","126.960393","37.571521","196501.032862","552442.807668"
"535","1147000000","120","서울특별시","양천구","홍익어린이공원","","1147010100","1147062000","서울특별시 양천구 신정동 896-22","713","126.862262","37.528558","187825.078563","547682.664575"
"536","1147000000","121","서울특별시","양천구","호돌이어린이공원","","1147010100","1147062000","서울특별시 양천구 신정동 326-2","3528","126.861094","37.512323","187719.154097","545880.903359"
"537","1147000000","108","서울특별시","양천구","신세계어린이공원","","1147010100","1147063000","서울특별시 양천구 신정동 119-3","520","126.875875","37.521729","189027.331730","546922.959717"
"538","1147000000","100","서울특별시","양천구","단지어린이공원","1147010100110330001000019","1147010100","1147062000","서울특별시 양천구 신정동 1323-1","3000","126.854290","37.519849","187118.951127","546717.039040"
"539","1147000000","101","서울특별시","양천구","신트리공원","1147010100103100007000001","1147010100","1147062000","서울특별시 양천구 신정동 310-7","500","126.856524","37.514636","187315.559291","546138.249592"
"540","1147000000","119","서울특별시","양천구","음골어린이공원","","1147010100","1147062000","서울특별시 양천구 신정동 936-13","824","126.851232","37.527422","186849.931292","547557.974359"
"547","1147000000","97","서울특별시","양천구","오솔길공원","1147010300109770000000001","1147010300","1147061100","서울특별시 양천구 신월동 977-0","349","126.836763","37.521244","185569.740230","546874.493452"
"548","1147000000","98","서울특별시","양천구","한울근린공원","1147010300109560000007986","1147010300","1147061100","서울특별시 양천구 신월동 956-0","313","126.832195","37.519854","185165.695201","546720.892367"
"549","1147000000","87","서울특별시","양천구","신오어린이공원","1147010300100730002010033","1147010300","1147060000","서울특별시 양천구 신월동 73-2","872","126.831570","37.538197","185114.077221","548756.800151"
"550","1147000000","92","서울특별시","양천구","강월어린이공원","1147010300110040000009106","1147010300","1147061000","서울특별시 양천구 신월동 1004-0","2463","126.836353","37.515622","185532.414186","546250.524598"
"551","1147000000","95","서울특별시","양천구","신월공원","1147010300109870002000001","1147010300","1147061100","서울특별시 양천구 신월동 987-2","725","126.833789","37.517993","185306.278572","546514.119375"
"552","1147000000","77","서울특별시","양천구","서서울호수공원 내 열린풀밭","1147010300100680003119282","1147010300","1147058000","서울특별시 양천구 신월동 149-20","5061","126.832122","37.527666","185160.801213","547587.952207"
"553","1147000000","84","서울특별시","양천구","태양어린이공원","1147010300104220001010639","1147010300","1147059000","서울특별시 양천구 신월동 422-1","998","126.838644","37.524363","185736.689465","547220.330573"
"554","1147000000","76","서울특별시","양천구","남부어린이공원","1147010300101560000011579","1147010300","1147058000","서울특별시 양천구 신월동 156-0","910","126.826097","37.534768","184629.716517","548377.192942"
"555","1147000000","72","서울특별시","양천구","신장어린이공원","1147010300104860000013383","1147010300","1147057000","서울특별시 양천구 신월동 486-0","841","126.842781","37.524294","186102.335617","547212.103785"
"556","1147000000","81","서울특별시","양천구","꿀벌어린이공원","1147010300101560000011579","1147010300","1147058000","서울특별시 양천구 신월동 156-0","1005","126.826194","37.534805","184638.284692","548381.218096"
"557","1147000000","69","서울특별시","양천구","신월어린이공원","","1147010300","1147056000","서울특별시 양천구 신월동 240-0","953","126.838191","37.527009","185697.081631","547514.093946"
"558","1147000000","75","서울특별시","양천구","경인어린이공원","","1147010300","1147056000","서울특별시 양천구 신월동 196-0","1012","126.828872","37.532113","184874.437792","548082.062761"
"559","1147000000","90","서울특별시","양천구","강신어린이공원","","1147010300","1147056000","서울특별시 양천구 신월동 1012-2","1511","126.838479","37.515559","185720.377583","546243.247190"
"560","1147000000","66","서울특별시","양천구","돌다리어린이공원","","1147010300","1147056000","서울특별시 양천구 신월동 100-1","726","126.835758","37.532037","185483.035498","548072.493942"
"561","1147000000","67","서울특별시","양천구","신대어린이공원","","1147010300","1147056000","서울특별시 양천구 신월동 100-1","775","126.832746","37.534798","185217.317540","548379.361204"
"562","1147000000","130","서울특별시","양천구","나말어린이공원","1147010200107240001016439","1147010200","1147054000","서울특별시 양천구 목동 724-1","1002","126.864595","37.538630","188032.911940","548800.229365"
"563","1147000000","65","서울특별시","양천구","파리공원","1147010200109060000016256","1147010200","1147055000","서울특별시 양천구 목동 906-0","28412","126.876749","37.534510","189106.521606","548341.472578"
"564","1147000000","86","서울특별시","양천구","방아다리어린이공원","","1147010300","1147056000","서울특별시 양천구 신월동 56-1","869","126.828350","37.538691","184829.621721","548812.171996"
"565","1147000000","55","서울특별시","양천구","한두어린이공원","1147010200106110001017848","1147010200","1147053000","서울특별시 양천구 목동 611-1","986","126.865457","37.549203","188110.787640","549973.603299"
"566","1150000000","83","서울특별시","강서구","황금내근린공원","1150010400114930000009420","1150010400","1150060500","서울특별시 강서구 가양동 1485-5","29048","126.863799","37.562039","187966.311488","551398.387222"
"567","1150000000","84","서울특별시","강서구","발산근린공원","1150010600107390000000001","1150010600","1150061100","서울특별시 강서구 내발산동 739-0","17826","126.825484","37.554547","184579.533130","550572.435640"
"568","1150000000","81","서울특별시","강서구","공암나루근린공원","1150010400114590009000001","1150010400","1150060300","서울특별시 강서구 가양동 1459-9","24176","126.849770","37.570402","186728.318500","552328.529361"
"574","1150000000","53","서울특별시","강서구","볏골어린이공원","1150010300100980099000001","1150010300","1150059000","서울특별시 강서구 화곡동 98-99","4163","126.844367","37.541474","186245.715660","549118.613784"
"575","1150000000","70","서울특별시","강서구","역말어린이공원","1150010300109780018015956","1150010300","1150059100","서울특별시 강서구 화곡동 978-18","1493","126.848769","37.549643","186636.198782","550024.681080"
"576","1150000000","74","서울특별시","강서구","안골어린이공원","1150010300101550001012521","1150010300","1150059300","서울특별시 강서구 화곡동 155-1","2382","126.850839","37.535780","186816.620438","548485.658765"
"577","1150000000","114","서울특별시","강서구","꿈돌이 어린이공원","1150010300100240128000001","1150010300","1150059000","서울특별시 강서구 화곡동 24-128","1549","126.845362","37.545908","186334.473290","549610.538696"
"578","1150000000","66","서울특별시","강서구","두레어린이공원","1150010300107920009020807","1150010300","1150057000","서울특별시 강서구 화곡동 792-9","986","126.859337","37.531212","187566.948611","547977.543014"
"579","1150000000","116","서울특별시","강서구","소나무 공원","1150010300100260008017653","1150010300","1150059000","서울특별시 강서구 화곡동 26-8","876","126.847838","37.547067","186553.460034","549738.859538"
"365","1135000000","62","서울특별시","노원구","상계초등학교 운동장","1135010500104020001007103","1135010500","1135064000","서울특별시 노원구 상계동 402-1","1830","127.065671","37.659118","205794.642974","562166.430576"
"366","1135000000","27","서울특별시","노원구","상계중학교 운동장","1135010500101970014007979","1135010500","1135064000","서울특별시 노원구 상계동 195-5","7190","127.068960","37.652212","206085.419645","561400.142010"
"367","1135000000","55","서울특별시","노원구","노일중학교 운동장","1135010500110440000008551","1135010500","1135063000","서울특별시 노원구 상계동 1044-0","4580","127.053902","37.672866","204755.287352","563691.683181"
"368","1135000000","26","서울특별시","노원구","노원초등학교 운동장","1135010500110140000008579","1135010500","1135063000","서울특별시 노원구 상계동 1014-0","4010","127.058291","37.672832","205142.492449","563688.153821"
"369","1135000000","47","서울특별시","노원구","노일초등학교 운동장","1135010500110440002008078","1135010500","1135063000","서울특별시 노원구 상계동 1044-2","2360","127.054761","37.673090","204831.063460","563716.539550"
"370","1135000000","83","서울특별시","노원구","수락중학교 운동장","1135010500112540000009536","1135010500","1135063000","서울특별시 노원구 상계동 1254-0","4030","127.054568","37.682640","204813.419171","564776.552909"
"371","1135000000","67","서울특별시","노원구","수락초등학교 운동장","1135010500111710002009293","1135010500","1135063000","서울특별시 노원구 상계동 1171-2","4930","127.054544","37.683796","204811.223538","564904.862120"
"372","1135000000","23","서울특별시","노원구","중원초등학교 운동장","1135010600105020000010526","1135010600","1135062500","서울특별시 노원구 중계동 502-0","4020","127.062812","37.643473","205543.564976","560429.859579"
"373","1135000000","24","서울특별시","노원구","용동초등학교 운동장","1135010600105100001010496","1135010600","1135062500","서울특별시 노원구 중계동 510-1","3270","127.069485","37.641472","206132.635785","560208.136552"
"374","1135000000","46","서울특별시","노원구","청계초등학교 운동장","1135010600105130001020193","1135010600","1135062500","서울특별시 노원구 중계동 513-1","4200","127.066435","37.644424","205863.231273","560535.573359"
"375","1135000000","61","서울특별시","노원구","중원중학교 운동장","1135010600105110003010466","1135010600","1135062500","서울특별시 노원구 중계동 511-3","3120","127.068118","37.643867","206011.777585","560473.890858"
"376","1135000000","65","서울특별시","노원구","상명초등학교 운동장","1135010600105150001010521","1135010600","1135062500","서울특별시 노원구 중계동 515-1","1700","127.067580","37.648215","205963.922286","560956.460950"
"377","1138000000","21","서울특별시","은평구","수색초등학교 운동장","1138010100101290000008914","1138010100","1138065000","서울특별시 은평구 수색동 129-0","16943","126.895597","37.584591","190778.506241","553897.857866"
"382","1138000000","51","서울특별시","은평구","증산초등학교 운동장","1138011000102120000045762","1138011000","1138064000","서울특별시 은평구 증산동 212-0","2224","126.904809","37.582191","191591.951081","553630.639910"
"383","1138000000","86","서울특별시","은평구","증산중학교 운동장","1138011000200240004011911","1138011000","1138064000","서울특별시 은평구 증산동 산24-4","3781","126.904365","37.583509","191552.902093","553776.892570"
"384","1138000000","48","서울특별시","은평구","서신초등학교 운동장","1138010900101940000045582","1138010900","1138063200","서울특별시 은평구 신사동 194-0","1092","126.907236","37.592170","191807.394027","554737.981194"
"385","1138000000","47","서울특별시","은평구","상신초등학교 운동장","1138010900102380002013935","1138010900","1138063200","서울특별시 은평구 신사동 230-11","1973","126.905095","37.597729","191618.930002","555355.141793"
"390","1138000000","18","서울특별시","은평구","덕산중학교 운동장","1138010900102650004013953","1138010900","1138063100","서울특별시 은평구 신사동 265-4","3411","126.904160","37.601664","191536.814660","555791.960079"
"391","1138000000","43","서울특별시","은평구","은평문화예술정보학교 운동장","1138010700103340012020070","1138010700","1138060000","서울특별시 은평구 응암동 334-12","1000","126.919006","37.589231","192846.627099","554410.821879"
"392","1138000000","16","서울특별시","은평구","충암초중고등학교 운동장","1138010700107460017000113","1138010700","1138060000","서울특별시 은평구 응암동 272-113","9300","126.921449","37.585572","193062.001694","554004.509309"
"397","1138000000","42","서울특별시","은평구","연은초등학교 운동장","1138010700102420424000001","1138010700","1138059000","서울특별시 은평구 응암동 242-424","889","126.925131","37.590104","193387.655978","554507.230952"
"398","1138000000","15","서울특별시","은평구","응암초등학교 운동장","1138010700200070040020455","1138010700","1138060000","서울특별시 은평구 응암동 산7-40","2000","126.921027","37.588283","193025.035416","554305.424650"
"399","1138000000","89","서울특별시","은평구","영락중학교 운동장","1138010700102260013024218","1138010700","1138058000","서울특별시 은평구 응암동 226-13","3240","126.925235","37.596384","193397.409792","555204.259245"
"408","1138000000","39","서울특별시","은평구","대은초등학교 운동장","1138010600100820005025578","1138010600","1138057000","서울특별시 은평구 대조동 82-5","9366","126.926297","37.611693","193492.500073","556903.236058"
"409","1138000000","3","서울특별시","은평구","은명초등학교 운동장","1138010700101140012000002","1138010700","1138058000","서울특별시 은평구 응암동 114-12","1920","126.918606","37.597325","192812.093252","555309.117890"
"410","1138000000","2","서울특별시","은평구","은평고등학교 운동장","1138010500200410001029468","1138010500","1138056000","서울특별시 은평구 구산동 산41-1","1350","126.906108","37.608971","191709.627318","556602.787159"
"411","1138000000","84","서울특별시","은평구","예일여자고등학교 운동장","1138010500100080003028612","1138010500","1138056000","서울특별시 은평구 구산동 8-3","6569","126.915272","37.610130","192518.885723","556730.628687"
"412","1138000000","27","서울특별시","은평구","연신중학교 운동장","1138010300104000004035498","1138010300","1138053000","서울특별시 은평구 불광동 400-4","5635","126.925261","37.623180","193402.056196","558178.250466"
"413","1138000000","6","서울특별시","은평구","녹번초등학교 운동장","1138010200101740000042442","1138010200","1138051000","서울특별시 은평구 녹번동 174-0","10200","126.926450","37.603894","193505.290575","556037.656755"
"414","1135000000","74","서울특별시","노원구","온곡중학교 운동장","1135010500106870000000377","1135010500","1135072000","서울특별시 노원구 상계동 687-0","7090","127.064687","37.660066","205707.744398","562271.581368"
"415","1135000000","34","서울특별시","노원구","상곡초등학교 운동장","1135010500106780000000239","1135010500","1135072000","서울특별시 노원구 상계동 678-0","2640","127.062382","37.662338","205504.193228","562523.565020"
"416","1135000000","77","서울특별시","노원구","상월초등학교 운동장","1135010500106970000000287","1135010500","1135072000","서울특별시 노원구 상계동 697-0","4330","127.057241","37.658271","205050.852403","562071.966824"
"417","1135000000","81","서울특별시","노원구","용화여자고등학교 운동장","1135010500106960000000290","1135010500","1135072000","서울특별시 노원구 상계동 696-0","3370","127.058526","37.658752","205164.181315","562125.424868"
"418","1135000000","51","서울특별시","노원구","온곡초등학교 운동장","1135010500106380000000458","1135010500","1135071000","서울특별시 노원구 상계동 638-0","1580","127.066109","37.667302","205832.658438","563074.842695"
"419","1135000000","33","서울특별시","노원구","상원초등학교 운동장","1135010500106450000000450","1135010500","1135071000","서울특별시 노원구 상계동 645-0","3970","127.060217","37.667606","205312.770548","563108.190254"
"420","1117000000","81","서울특별시","용산구","신계역사공원","1117012300100550000000001","1117012300","1117056000","서울특별시 용산구 신계동 55-0","15000","126.966283","37.535058","197019.991029","548395.677226"
"421","1117000000","32","서울특별시","용산구","돌모루어린이공원","1117011100101180102000001","1117011100","1117055500","서울특별시 용산구 청파동3가 118-102","1900","126.968502","37.542917","197216.326195","549267.831581"
"426","1117000000","30","서울특별시","용산구","두텁바위공원","","1117010700","1117053000","서울특별시 용산구 동자동 50","2623","126.972982","37.552040","197612.607109","550280.306157"
"427","1117000000","21","서울특별시","용산구","새나라어린이공원","","1117010100","1117051000","서울특별시 용산구 후암동 190-1","1735","126.976448","37.547891","197918.734680","549819.645485"
